,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
298,Dorian Finney-Smith,PF,29,TOT,46,46,31.8,3.1,7.7,0.408,1.8,5.3,0.342,1.3,2.4,0.555,0.525,0.7,1.0,0.733,1.7,3.3,5.0,1.5,0.9,0.4,0.9,2.1,8.8
302,Rui Hachimura,PF,24,TOT,43,8,24.5,4.9,10.1,0.48,0.9,2.7,0.322,4.0,7.4,0.539,0.524,1.6,2.2,0.716,0.8,3.8,4.6,1.0,0.3,0.3,1.0,1.1,12.2
310,Cameron Johnson,PF,26,TOT,22,21,26.1,5.0,10.8,0.466,2.6,6.3,0.41,2.5,4.5,0.545,0.586,1.7,2.1,0.809,0.7,3.0,3.7,1.5,1.0,0.4,0.5,1.7,14.4
326,Rudy Gay,PF,36,UTA,46,0,14.5,1.8,4.8,0.378,0.5,2.2,0.232,1.3,2.7,0.496,0.43,0.7,0.8,0.857,0.6,2.3,2.9,0.9,0.3,0.3,0.6,1.2,4.8
338,Anthony Gill,PF,30,WAS,42,4,10.0,1.2,2.0,0.607,0.1,0.5,0.158,1.1,1.5,0.738,0.625,0.6,0.8,0.771,0.5,0.8,1.4,0.5,0.1,0.2,0.2,1.2,3.1
340,Rui Hachimura,PF,24,WAS,30,0,24.3,5.3,10.8,0.488,1.0,3.0,0.337,4.3,7.8,0.545,0.534,1.5,1.9,0.759,0.6,3.6,4.3,1.2,0.4,0.4,1.2,1.3,13.0
343,Kyle Kuzma,PF,27,WAS,55,55,35.1,8.0,18.0,0.447,2.5,7.7,0.331,5.5,10.3,0.534,0.518,2.6,3.6,0.717,0.9,6.5,7.5,3.9,0.5,0.5,3.0,2.4,21.2
345,Isaiah Livers,PF,24,DET,40,10,21.0,1.9,4.6,0.407,1.3,3.5,0.369,0.6,1.0,0.537,0.549,0.6,0.7,0.786,0.5,1.8,2.3,0.6,0.5,0.6,0.6,1.9,5.6
346,Kenneth Lofton Jr.,PF,20,MEM,9,0,3.9,0.9,2.2,0.4,0.0,0.4,0.0,0.9,1.8,0.5,0.4,0.3,0.6,0.6,0.1,0.4,0.6,0.6,0.1,0.0,0.2,0.6,2.1
350,Kevin Love,PF,34,TOT,44,6,20.2,2.7,7.0,0.383,1.7,4.9,0.346,1.0,2.1,0.468,0.503,1.3,1.5,0.892,1.0,5.9,7.0,1.9,0.2,0.2,1.1,1.6,8.4
351,Kevin Love,PF,34,CLE,41,3,20.0,2.7,7.0,0.389,1.7,4.8,0.354,1.0,2.2,0.467,0.511,1.4,1.5,0.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5
352,Kevin Love,PF,34,MIA,3,3,23.0,2.3,7.7,0.304,1.7,6.3,0.263,0.7,1.3,0.5,0.413,0.7,0.7,1.0,1.0,7.7,8.7,2.7,0.7,0.7,0.3,2.0,7.0
354,Trey Lyles,PF,27,SAC,54,0,16.2,2.5,5.3,0.476,1.1,3.0,0.368,1.4,2.3,0.618,0.58,1.3,1.6,0.812,0.9,2.7,3.6,0.9,0.4,0.4,0.8,1.2,7.4
362,Caleb Martin,PF,27,MIA,52,49,30.1,3.8,8.3,0.453,1.3,3.6,0.362,2.4,4.7,0.525,0.533,1.3,1.6,0.774,1.3,3.8,5.2,1.6,1.0,0.4,1.1,2.1,10.1
375,Jaden McDaniels,PF,22,MIN,60,60,30.6,4.5,8.7,0.516,1.3,3.3,0.385,3.2,5.4,0.596,0.589,1.2,1.7,0.733,1.3,2.6,3.9,2.0,1.0,1.0,1.4,3.5,11.4
392,Evan Mobley,PF,21,CLE,62,62,34.1,6.5,11.9,0.552,0.3,1.3,0.22,6.3,10.5,0.594,0.565,2.6,3.7,0.696,2.3,6.5,8.8,2.7,0.8,1.3,2.0,2.9,16.0
393,Isaiah Mobley,PF,23,CLE,9,0,2.9,0.4,0.9,0.5,0.1,0.2,0.5,0.3,0.7,0.5,0.563,0.0,0.0,,0.1,1.1,1.2,0.0,0.1,0.0,0.0,0.2,1.0
399,Marcus Morris,PF,33,LAC,55,55,28.7,4.5,10.5,0.432,1.9,5.1,0.375,2.6,5.4,0.485,0.522,1.2,1.5,0.78,0.4,3.7,4.1,1.8,0.6,0.4,0.9,2.2,12.2
400,Markieff Morris,PF,33,TOT,28,1,10.5,1.2,3.0,0.405,0.8,1.8,0.412,0.5,1.2,0.394,0.53,0.4,0.4,1.0,0.5,1.6,2.1,0.9,0.3,0.2,0.5,1.3,3.5
401,Markieff Morris,PF,33,BRK,27,1,10.6,1.2,3.0,0.402,0.7,1.8,0.408,0.5,1.2,0.394,0.524,0.4,0.4,1.0,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6
402,Markieff Morris,PF,33,DAL,1,0,9.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0
414,Larry Nance Jr.,PF,30,NOP,50,1,22.3,3.2,5.3,0.616,0.3,0.8,0.342,3.0,4.5,0.662,0.641,1.0,1.4,0.676,1.8,4.1,5.9,1.9,0.9,0.7,0.7,2.1,7.7
418,Georges Niang,PF,29,PHI,58,0,19.4,3.0,6.7,0.442,2.1,5.2,0.401,0.9,1.6,0.578,0.596,0.5,0.6,0.875,0.3,2.1,2.4,1.1,0.4,0.2,0.7,1.9,8.5
420,Zeke Nnaji,PF,22,DEN,44,5,13.3,2.0,3.5,0.572,0.3,1.0,0.289,1.7,2.4,0.692,0.615,0.8,1.2,0.667,1.3,1.0,2.3,0.3,0.3,0.4,0.5,1.8,5.1
436,KZ Okpala,PF,23,SAC,35,3,7.1,0.5,1.1,0.421,0.2,0.6,0.333,0.3,0.5,0.529,0.513,0.2,0.2,0.875,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.1,1.3
453,Aleksej Pokusevski,PF,21,OKC,31,25,21.8,3.5,7.8,0.44,1.2,3.3,0.376,2.2,4.6,0.486,0.519,0.7,1.1,0.636,1.5,3.6,5.1,2.0,0.6,1.3,1.3,1.8,8.8
458,Bobby Portis,PF,27,MIL,49,15,26.6,5.9,11.9,0.501,1.2,3.6,0.339,4.7,8.3,0.57,0.552,1.3,1.6,0.844,2.6,7.4,10.0,1.8,0.4,0.2,1.2,1.7,14.4
460,Micah Potter,PF,24,UTA,3,0,4.7,0.7,0.7,1.0,0.0,0.0,,0.7,0.7,1.0,1.0,0.0,0.0,,0.3,0.7,1.0,0.7,0.0,0.0,0.0,0.7,1.3
470,Julius Randle,PF,28,NYK,63,63,35.8,8.5,18.4,0.463,2.8,8.1,0.345,5.7,10.3,0.556,0.539,5.3,7.0,0.758,2.1,8.4,10.5,4.1,0.7,0.3,2.8,3.0,25.1
489,Jeremiah Robinson-Earl,PF,22,OKC,31,18,20.1,2.9,6.3,0.464,1.0,2.8,0.341,2.0,3.5,0.565,0.541,0.9,1.1,0.794,1.8,2.8,4.5,1.0,0.7,0.4,0.5,1.7,7.7
490,Isaiah Roby,PF,24,SAS,42,2,11.3,1.6,3.7,0.432,0.4,1.4,0.3,1.2,2.3,0.516,0.49,0.5,1.0,0.488,0.5,2.0,2.5,0.9,0.4,0.2,0.7,1.3,4.1
491,David Roddy,PF,21,MEM,48,1,17.4,2.4,5.7,0.421,0.8,2.9,0.292,1.6,2.8,0.551,0.495,0.6,1.0,0.625,0.6,2.0,2.6,0.6,0.5,0.3,0.9,1.5,6.3
506,Dario Saric,PF,28,TOT,41,12,14.1,2.0,4.7,0.432,0.7,1.9,0.39,1.3,2.8,0.461,0.51,1.0,1.2,0.843,1.0,2.7,3.7,1.5,0.3,0.1,1.0,1.9,5.8
507,Dario Saric,PF,28,PHO,37,12,14.4,2.1,4.8,0.427,0.7,1.9,0.391,1.3,2.9,0.45,0.503,1.0,1.2,0.818,1.1,2.8,3.8,1.5,0.4,0.1,1.0,1.9,5.8
508,Dario Saric,PF,28,OKC,4,0,11.5,1.8,3.5,0.5,0.8,2.0,0.375,1.0,1.5,0.667,0.607,1.8,1.8,1.0,0.8,2.0,2.8,0.8,0.3,0.0,1.5,1.8,6.0
510,Admiral Schofield,PF,25,ORL,28,0,12.6,1.6,3.3,0.478,0.6,1.9,0.333,0.9,1.4,0.684,0.576,0.6,0.7,0.895,0.7,1.2,1.9,0.8,0.2,0.1,0.2,1.9,4.4
519,Chris Silva,PF,26,DAL,1,0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
530,Jabari Smith Jr.,PF,19,HOU,57,57,30.1,4.2,10.9,0.384,1.6,5.3,0.297,2.6,5.7,0.464,0.455,2.0,2.6,0.788,1.3,5.8,7.1,1.2,0.5,1.0,1.5,2.9,12.0
531,Jalen Smith,PF,22,IND,52,28,18.2,3.4,7.4,0.46,0.8,2.9,0.276,2.6,4.4,0.58,0.514,1.5,1.9,0.76,1.8,3.8,5.6,0.9,0.3,0.8,1.1,2.1,9.0
532,Jeremy Sochan,PF,19,SAS,49,46,26.0,4.1,9.2,0.448,0.6,2.3,0.261,3.6,7.0,0.509,0.48,1.3,1.9,0.695,1.7,3.2,4.9,2.5,0.7,0.4,1.7,2.5,10.2
534,Lamar Stevens,PF,25,CLE,45,18,17.4,2.0,4.4,0.457,0.4,1.5,0.303,1.6,3.0,0.534,0.508,0.6,0.9,0.718,0.6,2.4,3.0,0.6,0.4,0.3,0.5,1.2,5.1
541,Jayson Tatum,PF,24,BOS,58,58,37.3,9.8,21.3,0.46,3.3,9.3,0.351,6.5,12.0,0.544,0.536,7.2,8.4,0.864,1.1,7.6,8.7,4.7,1.0,0.8,3.0,2.1,30.1
542,Terry Taylor,PF,23,TOT,27,2,8.6,1.2,2.5,0.478,0.1,0.7,0.222,1.0,1.8,0.571,0.507,0.2,0.3,0.714,0.8,0.6,1.4,0.4,0.1,0.2,0.3,0.9,2.7
543,Terry Taylor,PF,23,IND,26,2,8.8,1.2,2.5,0.462,0.2,0.7,0.222,1.0,1.8,0.553,0.492,0.2,0.3,0.714,0.8,0.7,1.5,0.4,0.1,0.2,0.3,0.9,2.7
544,Terry Taylor,PF,23,CHI,1,0,4.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
550,JT Thor,PF,20,CHO,50,2,11.2,0.9,2.5,0.373,0.3,1.2,0.258,0.6,1.3,0.484,0.437,0.4,0.6,0.621,0.5,1.2,1.7,0.4,0.3,0.2,0.4,0.8,2.6
554,Xavier Tillman Sr.,PF,24,MEM,40,9,15.4,2.3,3.7,0.612,0.1,0.3,0.3,2.2,3.4,0.635,0.622,0.8,1.5,0.517,1.8,2.3,4.1,1.2,0.8,0.4,0.6,1.3,5.4
555,Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1.0,0.25,0.0,0.8,0.0,0.3,0.3,1.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
556,Obi Toppin,PF,24,NYK,48,0,14.8,2.3,5.6,0.414,1.1,3.3,0.346,1.2,2.3,0.514,0.517,0.5,0.7,0.758,0.5,2.6,3.1,0.8,0.3,0.2,0.5,1.0,6.3
560,Karl-Anthony Towns,PF,27,MIN,21,21,33.8,7.3,14.4,0.505,1.8,5.6,0.325,5.5,8.9,0.618,0.568,4.4,5.0,0.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8
562,P.J. Tucker,PF,37,PHI,58,58,26.2,1.3,2.9,0.435,0.7,1.7,0.426,0.5,1.2,0.449,0.562,0.3,0.4,0.864,1.3,2.8,4.1,0.8,0.5,0.2,0.7,2.4,3.6
566,Jarred Vanderbilt,PF,23,TOT,57,44,24.0,3.4,5.9,0.567,0.4,1.0,0.339,3.0,4.9,0.615,0.596,1.3,1.9,0.676,2.4,5.6,7.9,2.7,1.1,0.3,1.3,2.5,8.3
567,Jarred Vanderbilt,PF,23,UTA,52,41,24.1,3.3,6.0,0.556,0.4,1.1,0.333,3.0,4.9,0.606,0.587,1.3,2.0,0.657,2.3,5.5,7.9,2.7,1.0,0.3,1.3,2.6,8.3
568,Jarred Vanderbilt,PF,23,LAL,5,3,22.4,3.6,5.2,0.692,0.2,0.4,0.5,3.4,4.8,0.708,0.712,1.2,1.2,1.0,3.0,5.8,8.8,2.4,1.6,0.2,1.0,1.8,8.6
574,Dean Wade,PF,26,CLE,34,9,20.9,1.8,4.2,0.434,1.1,2.9,0.38,0.7,1.3,0.558,0.566,0.4,0.7,0.652,0.5,3.2,3.7,0.9,0.7,0.5,0.4,2.2,5.2
583,T.J. Warren,PF,29,BRK,26,0,18.8,3.9,7.7,0.51,0.6,1.8,0.333,3.3,5.8,0.566,0.55,1.0,1.3,0.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5
586,P.J. Washington,PF,24,CHO,60,60,32.9,5.8,13.0,0.444,2.0,5.8,0.35,3.8,7.2,0.518,0.521,1.7,2.3,0.748,1.0,3.7,4.8,2.4,0.9,1.1,1.4,2.7,15.3
590,Trendon Watford,PF,22,POR,44,2,16.4,2.1,3.7,0.578,0.4,0.8,0.485,1.8,2.9,0.602,0.627,1.1,1.6,0.714,0.6,2.7,3.3,1.7,0.3,0.1,1.0,1.9,5.7
603,Grant Williams,PF,24,BOS,61,21,27.3,2.8,6.2,0.457,1.5,3.7,0.404,1.3,2.5,0.536,0.577,1.3,1.6,0.827,1.1,3.7,4.8,1.8,0.6,0.4,1.1,2.6,8.4
605,Jaylin Williams,PF,20,OKC,28,15,16.4,2.1,4.4,0.472,0.9,1.8,0.48,1.2,2.6,0.466,0.569,0.6,1.0,0.667,0.8,3.8,4.6,1.5,0.4,0.2,0.7,1.9,5.6
606,Kenrich Williams,PF,28,OKC,52,10,22.6,3.3,6.5,0.516,1.0,2.5,0.379,2.4,3.9,0.605,0.591,0.3,0.7,0.432,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0
608,Patrick Williams,PF,21,CHI,61,58,28.9,3.8,8.3,0.46,1.4,3.4,0.405,2.4,4.9,0.5,0.544,1.1,1.3,0.863,1.0,3.4,4.4,1.4,0.8,0.8,1.3,1.9,10.2
612,Zion Williamson,PF,22,NOP,29,29,33.0,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0
620,Thaddeus Young,PF,34,TOR,49,9,15.5,2.1,3.8,0.562,0.1,0.6,0.161,2.0,3.1,0.643,0.576,0.4,0.5,0.692,1.4,1.8,3.2,1.4,1.1,0.1,0.8,1.8,4.7
