,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
114,Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0.0,0.2,0.0,0.7,1.0,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5,1.5
122,Brandon Boston Jr.,SG,21,LAC,21,1,11.8,2.4,5.8,0.421,0.6,1.4,0.414,1.9,4.4,0.424,0.471,1.4,1.8,0.763,0.3,1.0,1.4,0.9,0.4,0.0,0.6,1.0,6.8
124,Amir Coffey,SG,25,LAC,41,9,13.9,1.3,3.3,0.39,0.2,0.9,0.27,1.0,2.4,0.434,0.426,1.1,1.3,0.818,0.4,0.9,1.2,1.2,0.2,0.1,0.4,1.2,3.9
127,Paul George,SG,32,LAC,46,46,34.4,8.1,17.5,0.461,2.9,7.7,0.384,5.1,9.8,0.522,0.545,4.4,5.0,0.875,0.7,5.4,6.1,5.2,1.4,0.4,3.3,2.7,23.5
128,Eric Gordon,SG,34,LAC,4,0,23.3,1.8,5.5,0.318,1.3,3.0,0.417,0.5,2.5,0.2,0.432,2.3,2.5,0.9,0.3,1.8,2.0,3.5,0.8,0.8,0.5,1.5,7.0
131,Luke Kennard,SG,26,LAC,35,11,20.7,2.8,6.0,0.464,1.7,3.8,0.447,1.1,2.3,0.494,0.604,0.5,0.6,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8
134,Malik Beasley,SG,26,LAL,5,3,24.2,5.0,12.8,0.391,3.4,9.4,0.362,1.6,3.4,0.471,0.523,0.0,0.6,0.0,0.0,2.6,2.6,1.6,1.8,0.0,1.4,2.4,13.4
136,Sterling Brown,SG,27,LAL,4,0,6.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.8,1.3,2.0,0.5,0.8,0.0,0.0,1.0,0.0
139,Max Christie,SG,19,LAL,35,3,14.2,1.2,2.9,0.417,0.7,1.8,0.419,0.5,1.2,0.415,0.544,0.4,0.5,0.875,0.2,1.9,2.1,0.5,0.2,0.2,0.4,0.9,3.6
147,Desmond Bane,SG,24,MEM,37,37,31.1,7.5,16.2,0.463,3.0,7.2,0.416,4.5,8.9,0.502,0.556,3.3,3.6,0.904,0.7,4.2,5.0,4.1,1.0,0.4,2.2,2.4,21.3
151,Danny Green,SG,35,MEM,3,0,14.3,1.0,3.7,0.273,1.0,2.7,0.375,0.0,1.0,0.0,0.409,0.0,0.0,,0.3,1.0,1.3,0.7,0.3,0.0,1.0,2.0,3.0
154,Luke Kennard,SG,26,MEM,3,0,22.3,2.3,5.0,0.467,2.3,3.7,0.636,0.0,1.3,0.0,0.7,1.3,1.3,1.0,0.3,1.3,1.7,1.7,0.0,0.0,0.0,2.0,8.3
155,John Konchar,SG,26,MEM,51,22,22.1,2.2,5.0,0.439,1.0,2.8,0.366,1.2,2.2,0.531,0.541,0.5,0.5,0.852,0.9,3.8,4.7,1.4,1.0,0.3,0.6,1.5,5.9
163,Tyler Herro,SG,23,MIA,48,48,35.4,7.4,17.1,0.432,3.0,8.2,0.371,4.4,8.9,0.488,0.521,2.6,2.9,0.92,0.5,5.2,5.7,4.3,0.9,0.3,2.4,1.7,20.5
166,Grayson Allen,SG,27,MIL,56,54,27.6,3.4,7.8,0.44,2.0,4.9,0.404,1.4,2.8,0.503,0.569,1.7,1.9,0.906,0.9,2.5,3.4,2.4,0.8,0.2,1.1,1.6,10.5
171,Pat Connaughton,SG,30,MIL,42,25,25.1,3.0,7.6,0.39,2.0,5.8,0.348,0.9,1.8,0.527,0.524,0.4,0.7,0.607,0.8,4.2,5.0,1.3,0.7,0.1,0.6,1.1,8.3
173,A.J. Green,SG,23,MIL,27,0,9.7,1.6,3.6,0.449,1.3,3.0,0.427,0.3,0.6,0.563,0.628,0.1,0.1,1.0,0.1,0.9,1.1,0.6,0.2,0.0,0.3,1.0,4.7
179,Nickeil Alexander-Walker,SG,24,MIN,4,0,13.0,2.5,6.0,0.417,1.3,2.5,0.5,1.3,3.5,0.357,0.521,0.0,0.3,0.0,0.5,1.5,2.0,0.5,0.3,0.5,1.0,0.8,6.3
182,Anthony Edwards,SG,21,MIN,63,63,36.3,9.0,19.5,0.46,2.7,7.3,0.363,6.3,12.2,0.518,0.528,4.2,5.4,0.776,0.6,5.3,5.9,4.5,1.7,0.7,3.4,2.5,24.7
183,Bryn Forbes,SG,29,MIN,25,0,10.7,1.2,3.3,0.361,0.6,1.8,0.304,0.6,1.5,0.432,0.446,0.6,0.6,1.0,0.2,0.4,0.6,0.7,0.3,0.1,0.5,0.9,3.6
187,A.J. Lawson,SG,22,MIN,1,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
197,RJ Barrett,SG,22,NYK,56,56,34.1,6.9,16.1,0.429,1.8,5.4,0.33,5.1,10.7,0.479,0.484,4.0,5.3,0.753,0.9,4.3,5.2,2.8,0.5,0.2,2.3,2.6,19.5
199,Evan Fournier,SG,30,NYK,23,7,18.0,2.3,6.6,0.351,1.4,4.4,0.324,0.9,2.1,0.408,0.46,0.8,0.9,0.857,0.2,1.8,2.0,1.5,0.6,0.1,0.8,1.9,6.8
200,Quentin Grimes,SG,22,NYK,52,47,29.7,3.5,7.9,0.444,1.8,5.2,0.351,1.7,2.7,0.62,0.559,1.1,1.3,0.8,0.8,2.5,3.3,1.9,0.6,0.4,1.0,2.5,9.9
201,Josh Hart,SG,27,NYK,6,0,26.3,5.0,8.2,0.612,2.0,3.2,0.632,3.0,5.0,0.6,0.735,1.8,2.5,0.733,1.5,3.8,5.3,3.2,1.2,0.5,1.2,2.2,13.8
203,Trevor Keels,SG,19,NYK,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Luguentz Dort,SG,23,OKC,53,52,30.2,4.8,11.8,0.406,1.9,5.4,0.349,2.9,6.5,0.453,0.485,2.6,3.5,0.76,1.5,2.9,4.4,2.2,1.0,0.3,1.3,3.2,14.1
207,Josh Giddey,SG,20,OKC,55,55,30.9,7.0,14.5,0.484,0.9,2.9,0.309,6.1,11.5,0.528,0.515,1.3,1.7,0.769,2.0,5.8,7.7,5.8,0.8,0.5,3.0,2.1,16.2
209,Isaiah Joe,SG,23,OKC,52,4,16.4,2.9,6.1,0.478,2.2,4.9,0.453,0.7,1.2,0.581,0.66,0.9,1.2,0.817,0.3,2.0,2.3,1.1,0.6,0.1,0.5,1.4,9.0
218,Gary Harris,SG,28,ORL,33,27,24.8,3.0,6.3,0.471,1.9,4.2,0.446,1.1,2.1,0.522,0.62,0.8,0.8,0.893,0.5,1.6,2.1,1.2,0.9,0.2,0.7,2.0,8.6
219,Kevon Harris,SG,25,ORL,27,0,12.4,1.2,2.9,0.416,0.4,1.0,0.393,0.8,1.8,0.429,0.487,0.8,1.0,0.815,0.9,1.1,2.0,0.4,0.5,0.1,0.6,1.3,3.6
229,Furkan Korkmaz,SG,25,PHI,25,0,10.2,1.3,3.1,0.41,0.5,1.4,0.343,0.8,1.7,0.465,0.487,0.8,1.2,0.655,0.2,0.9,1.2,0.7,0.2,0.1,0.6,0.4,3.8
233,Devin Booker,SG,26,PHO,35,35,34.1,9.5,20.1,0.473,2.1,6.2,0.347,7.4,13.9,0.529,0.526,5.3,6.3,0.841,0.8,3.8,4.6,5.7,0.8,0.3,2.5,2.8,26.5
238,Damion Lee,SG,30,PHO,62,5,21.8,2.8,6.5,0.438,1.6,3.6,0.438,1.2,2.8,0.437,0.561,1.5,1.6,0.909,0.5,2.7,3.2,1.5,0.5,0.1,1.1,1.6,8.7
246,Keon Johnson,SG,20,POR,30,0,10.0,1.6,4.4,0.366,0.7,2.0,0.367,0.9,2.4,0.366,0.45,0.4,0.7,0.571,0.3,0.9,1.2,1.1,0.5,0.1,1.0,1.0,4.3
250,Deonte Burton,SG,29,SAC,2,0,3.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Terence Davis,SG,25,SAC,47,4,13.9,2.6,5.9,0.446,1.4,3.8,0.382,1.2,2.1,0.561,0.569,0.7,0.7,0.886,0.4,2.0,2.4,1.3,0.8,0.3,0.9,1.9,7.3
253,PJ Dozier,SG,26,SAC,4,0,2.5,0.5,0.8,0.667,0.3,0.5,0.5,0.3,0.3,1.0,0.833,0.0,0.0,,0.0,0.5,0.5,0.0,0.8,0.0,0.0,0.0,1.3
255,Keon Ellis,SG,23,SAC,9,0,4.0,0.7,1.1,0.6,0.6,0.9,0.625,0.1,0.2,0.5,0.85,0.2,0.3,0.667,0.3,0.4,0.8,0.3,0.2,0.1,0.1,0.7,2.1
258,Kevin Huerter,SG,24,SAC,57,57,30.1,5.4,11.3,0.477,2.6,6.7,0.387,2.8,4.6,0.608,0.592,1.3,1.8,0.699,0.6,2.8,3.4,2.9,1.1,0.3,1.4,2.5,14.6
272,Romeo Langford,SG,23,SAS,32,19,20.2,3.1,6.4,0.49,0.4,1.4,0.283,2.7,4.9,0.551,0.522,0.8,1.2,0.649,1.4,1.4,2.9,1.3,0.5,0.3,0.7,1.7,7.4
285,Nickeil Alexander-Walker,SG,24,TOT,40,3,14.5,2.3,4.9,0.479,1.0,2.4,0.412,1.3,2.4,0.546,0.582,0.7,1.0,0.675,0.3,1.4,1.7,2.0,0.6,0.4,1.2,1.5,6.3
288,Malik Beasley,SG,26,TOT,60,16,26.6,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.484,0.523,0.6,0.8,0.787,0.5,3.1,3.5,1.7,0.9,0.1,1.1,1.5,13.4
299,Eric Gordon,SG,34,TOT,51,47,29.6,4.3,9.8,0.434,1.8,5.0,0.35,2.5,4.8,0.523,0.524,2.3,2.8,0.821,0.3,1.8,2.1,2.9,0.6,0.4,1.7,1.0,12.6
301,Danny Green,SG,35,TOT,6,0,11.8,1.0,3.2,0.316,1.0,2.5,0.4,0.0,0.7,0.0,0.474,0.2,0.2,1.0,0.2,0.7,0.8,0.3,0.3,0.2,0.8,1.5,3.2
306,Justin Holiday,SG,33,TOT,30,1,15.4,1.8,4.6,0.401,1.2,3.3,0.378,0.6,1.3,0.462,0.536,0.0,0.0,,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.4,4.9
313,Luke Kennard,SG,26,TOT,38,11,20.8,2.8,5.9,0.465,1.7,3.8,0.462,1.0,2.2,0.47,0.611,0.6,0.6,0.958,0.2,2.1,2.3,1.1,0.5,0.1,0.8,1.4,7.9
315,A.J. Lawson,SG,22,TOT,13,0,4.8,1.0,2.0,0.5,0.5,1.2,0.438,0.5,0.8,0.6,0.635,0.1,0.2,0.333,0.2,0.6,0.8,0.1,0.1,0.0,0.1,0.6,2.6
317,Ochai Agbaji,SG,22,UTA,39,2,15.6,1.8,3.8,0.483,0.9,2.3,0.396,0.9,1.5,0.621,0.604,0.4,0.6,0.682,0.7,1.1,1.8,0.6,0.2,0.1,0.3,1.4,5.0
318,Nickeil Alexander-Walker,SG,24,UTA,36,3,14.7,2.3,4.7,0.488,1.0,2.4,0.402,1.3,2.3,0.578,0.591,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3
320,Malik Beasley,SG,26,UTA,55,13,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4
321,Leandro Bolmaro,SG,22,UTA,14,0,4.9,0.2,1.4,0.15,0.0,0.3,0.0,0.2,1.1,0.188,0.15,0.0,0.0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4
322,Jordan Clarkson,SG,30,UTA,60,60,32.6,7.5,16.9,0.445,2.6,7.6,0.341,5.0,9.4,0.528,0.521,3.2,4.0,0.819,1.2,2.9,4.0,4.3,0.5,0.2,3.1,2.0,20.9
327,Talen Horton-Tucker,SG,22,UTA,48,3,17.1,2.8,7.1,0.4,0.7,2.7,0.266,2.1,4.4,0.481,0.45,1.4,1.9,0.753,0.5,2.2,2.6,3.0,0.6,0.5,1.4,1.6,7.8
331,Will Barton,SG,32,WAS,40,0,19.6,2.8,7.1,0.387,1.3,3.4,0.38,1.5,3.7,0.395,0.479,0.9,1.1,0.778,0.3,2.5,2.8,2.4,0.4,0.3,1.1,1.0,7.7
332,Bradley Beal,SG,29,WAS,38,38,33.0,8.7,16.8,0.515,1.7,4.6,0.371,6.9,12.2,0.569,0.566,3.7,4.4,0.839,0.8,2.8,3.6,5.3,0.9,0.7,2.8,1.9,22.7
334,Johnny Davis,SG,20,WAS,13,0,4.8,0.5,1.4,0.333,0.1,0.3,0.25,0.4,1.1,0.357,0.361,0.2,0.2,1.0,0.1,0.5,0.6,0.2,0.1,0.1,0.2,1.0,1.2
357,Terance Mann,SG,26,LAC,62,35,23.5,3.5,6.8,0.525,1.0,2.5,0.392,2.6,4.3,0.602,0.597,1.1,1.4,0.775,1.0,2.8,3.7,2.2,0.5,0.3,0.9,1.9,9.2
365,Tyrese Martin,SG,23,ATL,13,0,3.5,0.5,1.2,0.375,0.1,0.4,0.2,0.4,0.8,0.455,0.406,0.2,0.2,1.0,0.2,0.3,0.5,0.0,0.1,0.0,0.1,0.2,1.2
366,Garrison Mathews,SG,26,TOT,47,0,12.9,1.3,3.6,0.357,1.1,3.3,0.346,0.1,0.3,0.467,0.515,0.9,1.0,0.911,0.2,1.1,1.3,0.5,0.5,0.1,0.4,1.2,4.6
367,Garrison Mathews,SG,26,HOU,45,0,13.4,1.3,3.8,0.353,1.2,3.4,0.342,0.2,0.3,0.467,0.509,0.9,1.0,0.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.8
368,Garrison Mathews,SG,26,ATL,2,0,3.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5
370,Wesley Matthews,SG,36,MIL,39,0,15.6,1.0,3.0,0.331,0.8,2.4,0.326,0.2,0.6,0.348,0.462,0.4,0.5,0.85,0.8,1.5,2.2,0.5,0.4,0.3,0.4,1.4,3.2
371,Tyrese Maxey,SG,22,PHI,41,22,32.5,7.0,15.5,0.452,2.3,5.9,0.384,4.8,9.6,0.494,0.525,3.1,3.9,0.811,0.4,2.3,2.8,3.5,0.8,0.1,1.4,2.2,19.5
373,CJ McCollum,SG,31,NOP,55,55,35.0,7.9,18.1,0.434,2.8,7.4,0.377,5.1,10.7,0.474,0.511,2.4,3.1,0.788,0.8,3.5,4.3,5.9,0.9,0.6,2.6,2.0,21.0
381,Bryce McGowens,SG,20,CHO,27,1,14.3,1.3,3.5,0.379,0.4,1.2,0.364,0.9,2.3,0.387,0.442,0.8,1.0,0.786,0.3,1.3,1.7,1.0,0.3,0.1,0.6,0.8,3.9
382,Rodney McGruder,SG,31,DET,22,3,11.3,1.0,2.9,0.365,0.8,2.0,0.378,0.3,0.8,0.333,0.5,0.4,0.6,0.692,0.5,0.9,1.4,0.7,0.3,0.0,0.3,0.7,3.3
388,Shake Milton,SG,26,PHI,56,9,20.7,3.3,6.8,0.493,0.7,1.9,0.383,2.6,4.9,0.537,0.547,1.4,1.6,0.846,0.5,2.1,2.6,2.9,0.3,0.2,1.3,1.6,8.8
391,Donovan Mitchell,SG,26,CLE,53,53,35.4,9.5,19.8,0.479,3.7,9.4,0.389,5.8,10.4,0.561,0.571,4.5,5.2,0.876,0.9,3.1,4.0,4.8,1.5,0.4,2.7,2.4,27.2
395,Malik Monk,SG,24,SAC,57,0,22.8,4.9,10.8,0.455,1.8,5.2,0.344,3.1,5.6,0.558,0.537,2.4,2.7,0.901,0.5,2.1,2.6,3.8,0.6,0.2,2.0,1.6,14.0
396,Moses Moody,SG,20,GSW,47,3,13.9,1.7,3.9,0.434,0.8,2.4,0.333,0.9,1.4,0.603,0.538,0.7,0.9,0.727,0.4,1.2,1.6,0.9,0.3,0.1,0.6,0.8,4.9
397,Wendell Moore Jr.,SG,21,MIN,24,2,5.8,0.6,1.5,0.405,0.1,0.7,0.125,0.5,0.9,0.619,0.432,0.2,0.2,0.8,0.1,0.6,0.7,0.7,0.3,0.2,0.3,0.5,1.5
405,Dejounte Murray,SG,26,ATL,56,56,36.4,8.4,18.1,0.467,2.1,5.6,0.367,6.4,12.4,0.512,0.524,2.0,2.4,0.837,0.7,4.8,5.5,6.1,1.5,0.3,2.3,1.4,20.9
415,Andrew Nembhard,SG,23,IND,55,43,26.9,3.2,7.6,0.422,1.2,3.5,0.34,2.0,4.1,0.493,0.501,0.5,0.5,0.867,0.5,2.2,2.7,4.1,1.0,0.2,1.7,2.6,8.1
422,Jaylen Nowell,SG,23,MIN,62,2,19.5,4.3,9.7,0.446,1.1,3.6,0.293,3.2,6.0,0.537,0.501,1.2,1.6,0.784,0.5,2.1,2.6,2.0,0.6,0.1,1.0,1.5,10.9
425,Kendrick Nunn,SG,27,LAL,39,2,13.5,2.6,6.4,0.406,1.1,3.2,0.325,1.6,3.2,0.488,0.488,0.4,0.5,0.81,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7
433,Josh Okogie,SG,24,PHO,52,6,15.6,2.1,5.0,0.424,0.8,2.2,0.345,1.4,2.8,0.486,0.5,1.5,2.2,0.699,1.5,1.8,3.3,1.2,0.7,0.4,0.9,1.5,6.6
437,Victor Oladipo,SG,30,MIA,29,1,27.6,3.8,9.6,0.396,1.4,4.7,0.292,2.4,4.9,0.496,0.468,1.5,2.0,0.754,0.4,2.9,3.3,3.7,1.6,0.2,1.9,2.4,10.4
445,Theo Pinson,SG,27,DAL,33,0,7.2,0.6,1.8,0.339,0.5,1.3,0.357,0.2,0.5,0.294,0.466,0.3,0.3,0.818,0.2,0.9,1.2,0.9,0.1,0.0,0.3,0.7,1.9
462,Norman Powell,SG,29,LAC,52,7,25.9,5.7,11.7,0.484,2.1,4.9,0.423,3.6,6.8,0.528,0.572,3.6,4.5,0.804,0.4,2.6,3.0,1.8,0.8,0.3,1.7,2.0,17.0
464,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,0.346,0.8,3.0,0.25,1.5,3.5,0.429,0.404,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0
467,Trevelin Queen,SG,25,IND,7,0,10.0,1.0,4.1,0.241,0.3,2.1,0.133,0.7,2.0,0.357,0.276,0.7,0.7,1.0,1.1,1.3,2.4,0.9,0.3,0.7,1.0,0.6,3.0
471,Austin Reaves,SG,24,LAL,43,12,27.7,3.4,6.8,0.502,1.2,3.3,0.376,2.2,3.5,0.62,0.593,2.6,2.9,0.873,0.6,2.4,3.0,2.2,0.5,0.3,1.3,1.7,10.6
475,Davon Reed,SG,27,TOT,38,1,8.8,0.7,2.2,0.329,0.4,1.2,0.378,0.3,1.0,0.27,0.433,0.4,0.6,0.667,0.3,1.3,1.5,0.6,0.4,0.1,0.5,1.0,2.3
476,Davon Reed,SG,27,DEN,35,1,9.0,0.7,2.3,0.313,0.5,1.3,0.364,0.3,1.0,0.25,0.413,0.4,0.6,0.75,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1.0,2.3
477,Davon Reed,SG,27,LAL,3,0,6.0,0.7,0.7,1.0,0.3,0.3,1.0,0.3,0.3,1.0,1.25,0.3,1.3,0.25,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.3,2.0
480,Jared Rhoden,SG,23,DET,1,0,12.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
482,Josh Richardson,SG,29,TOT,47,9,24.2,4.2,9.5,0.439,1.7,4.9,0.349,2.5,4.6,0.535,0.529,1.3,1.5,0.861,0.7,2.1,2.8,3.2,1.2,0.3,1.5,1.9,11.4
483,Josh Richardson,SG,29,SAS,42,6,23.7,4.2,9.7,0.436,1.8,4.9,0.357,2.5,4.7,0.518,0.527,1.3,1.4,0.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,11.5
484,Josh Richardson,SG,29,NOP,5,3,28.4,3.8,8.0,0.475,1.2,4.4,0.273,2.6,3.6,0.722,0.55,1.8,2.4,0.75,0.2,2.2,2.4,2.8,3.2,0.6,1.2,3.8,10.6
