,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
174,George Hill,PG,36,MIL,35,0,19.1,1.7,3.8,0.447,0.7,2.1,0.311,1.0,1.7,0.621,0.534,1.0,1.3,0.739,0.4,1.5,1.9,2.5,0.5,0.1,0.8,1.2,5.0
175,Jrue Holiday,PG,32,MIL,49,47,33.0,7.5,16.0,0.469,2.5,6.4,0.384,5.0,9.6,0.526,0.546,2.4,2.8,0.859,1.2,4.0,5.2,7.1,1.3,0.4,3.0,1.9,19.8
181,Mike Conley,PG,35,MIN,5,5,31.2,3.2,8.2,0.39,1.8,5.0,0.36,1.4,3.2,0.438,0.5,0.8,1.0,0.8,0.6,1.6,2.2,5.6,1.2,0.2,1.4,1.8,9.0
188,Jose Alvarado,PG,24,NOP,61,10,21.5,3.3,8.0,0.411,1.4,4.0,0.336,1.9,4.0,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,9.0
189,Dyson Daniels,PG,19,NOP,40,11,19.6,1.7,3.9,0.445,0.5,1.5,0.333,1.2,2.4,0.516,0.51,0.5,0.7,0.621,0.7,2.8,3.5,2.5,0.9,0.3,1.1,1.9,4.4
190,Devonte' Graham,PG,27,NOP,53,0,15.3,1.6,4.4,0.368,1.2,3.6,0.347,0.4,0.8,0.463,0.511,0.8,1.1,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3
195,Kira Lewis Jr.,PG,21,NOP,15,0,10.6,2.0,4.1,0.492,0.7,1.5,0.455,1.3,2.6,0.513,0.574,0.9,1.0,0.933,0.3,1.7,1.9,1.0,0.3,0.1,0.5,1.1,5.6
196,Ryan Arcidiacono,PG,28,NYK,11,0,2.4,0.1,0.5,0.2,0.1,0.3,0.333,0.0,0.2,0.0,0.3,0.0,0.0,,0.0,0.4,0.4,0.2,0.2,0.0,0.1,0.3,0.3
198,Jalen Brunson,PG,26,NYK,59,59,35.2,8.4,17.5,0.479,1.8,4.6,0.401,6.5,12.9,0.507,0.531,4.9,5.9,0.834,0.6,3.0,3.6,6.2,0.9,0.3,2.0,2.3,23.6
208,Shai Gilgeous-Alexander,PG,24,OKC,54,54,35.5,10.2,20.2,0.507,0.9,2.6,0.338,9.4,17.6,0.532,0.528,9.6,10.6,0.908,0.9,3.9,4.7,5.7,1.6,1.1,2.9,2.7,31.0
210,Cole Anthony,PG,22,ORL,42,3,24.7,4.1,9.4,0.435,1.1,3.2,0.333,3.0,6.2,0.488,0.492,2.5,2.8,0.89,0.6,3.9,4.5,4.1,0.6,0.6,1.5,2.5,11.8
216,Markelle Fultz,PG,24,ORL,41,41,29.2,5.4,10.9,0.5,0.4,1.3,0.309,5.0,9.5,0.527,0.519,1.9,2.4,0.786,1.3,2.8,4.0,5.5,1.5,0.4,2.3,2.0,13.2
217,R.J. Hampton,PG,21,ORL,26,0,13.9,1.9,4.4,0.439,0.7,2.0,0.34,1.2,2.3,0.525,0.518,1.2,1.4,0.838,0.3,1.2,1.5,1.3,0.6,0.2,0.8,0.8,5.7
225,James Harden,PG,33,PHI,44,44,36.7,6.5,14.5,0.45,2.9,7.3,0.393,3.7,7.3,0.508,0.548,5.6,6.5,0.864,0.5,5.6,6.2,10.7,1.3,0.6,3.4,2.0,21.6
230,Saben Lee,PG,23,PHI,2,0,5.0,1.5,2.0,0.75,0.0,0.5,0.0,1.5,1.5,1.0,0.75,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.5,3.0
239,Saben Lee,PG,23,PHO,18,0,15.8,1.9,4.4,0.425,0.4,1.0,0.389,1.5,3.4,0.435,0.469,1.9,2.5,0.756,0.6,1.4,2.0,2.9,0.8,0.1,1.1,1.4,6.1
240,Ryan Arcidiacono,PG,28,POR,3,1,14.3,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.7,1.0,3.0
248,Damian Lillard,PG,32,POR,47,47,36.3,9.7,20.6,0.472,4.3,11.4,0.381,5.4,9.2,0.583,0.577,8.5,9.2,0.919,0.6,3.7,4.3,7.2,0.8,0.3,3.2,1.9,32.3
252,Matthew Dellavedova,PG,32,SAC,25,0,5.9,0.5,1.3,0.364,0.2,0.6,0.375,0.2,0.7,0.353,0.455,0.1,0.2,0.6,0.0,0.3,0.4,1.3,0.2,0.0,0.3,0.6,1.3
256,De'Aaron Fox,PG,25,SAC,55,55,34.1,9.4,18.3,0.515,1.6,4.8,0.331,7.9,13.5,0.581,0.559,4.9,6.3,0.786,0.5,3.8,4.3,6.3,1.1,0.3,2.7,2.5,25.4
266,Devonte' Graham,PG,27,SAS,6,1,28.2,4.2,12.2,0.342,2.8,8.7,0.327,1.3,3.5,0.381,0.459,2.5,3.3,0.75,0.8,1.7,2.5,4.7,0.8,0.7,0.8,1.3,13.7
271,Tre Jones,PG,23,SAS,52,52,29.3,4.9,11.3,0.436,0.7,2.5,0.265,4.3,8.8,0.486,0.466,2.2,2.5,0.891,0.8,2.8,3.6,6.3,1.3,0.2,1.8,1.4,12.8
275,Dalano Banton,PG,23,TOR,27,2,9.3,1.7,4.1,0.411,0.5,1.7,0.283,1.2,2.4,0.5,0.469,0.6,0.7,0.789,0.3,1.0,1.3,1.1,0.5,0.4,0.6,1.1,4.4
280,Jeff Dowtin,PG,25,TOR,18,0,8.8,1.1,2.4,0.442,0.2,0.6,0.273,0.9,1.8,0.5,0.477,0.2,0.2,0.75,0.3,0.6,0.9,0.9,0.2,0.1,0.3,0.6,2.4
281,Malachi Flynn,PG,24,TOR,43,1,13.7,1.7,4.7,0.37,1.0,2.6,0.378,0.7,2.1,0.36,0.475,0.4,0.6,0.708,0.3,1.2,1.5,1.5,0.4,0.1,0.4,1.3,4.8
286,Ryan Arcidiacono,PG,28,TOT,14,1,4.9,0.3,1.0,0.286,0.3,0.6,0.444,0.0,0.4,0.0,0.429,0.0,0.0,,0.0,0.7,0.7,0.6,0.1,0.0,0.2,0.4,0.9
289,Patrick Beverley,PG,34,TOT,47,47,26.8,2.1,5.3,0.398,1.2,3.5,0.341,0.9,1.8,0.506,0.51,0.9,1.2,0.764,0.6,2.6,3.2,2.6,0.9,0.6,0.9,2.7,6.3
294,Mike Conley,PG,35,TOT,48,47,29.8,3.5,8.7,0.406,1.8,5.0,0.361,1.7,3.7,0.466,0.51,1.7,2.1,0.812,0.4,2.0,2.5,7.5,1.0,0.2,1.7,2.1,10.5
295,Spencer Dinwiddie,PG,29,TOT,59,59,34.1,5.8,13.0,0.448,2.5,6.4,0.394,3.3,6.6,0.5,0.544,3.3,4.0,0.828,0.3,2.8,3.2,5.3,0.8,0.3,1.7,2.4,17.5
300,Devonte' Graham,PG,27,TOT,59,1,16.6,1.9,5.2,0.362,1.4,4.1,0.343,0.5,1.1,0.435,0.498,1.0,1.3,0.747,0.3,1.2,1.5,2.4,0.6,0.2,0.5,0.9,6.1
303,R.J. Hampton,PG,21,TOT,28,0,13.9,1.8,4.3,0.425,0.6,2.0,0.321,1.2,2.3,0.516,0.5,1.1,1.3,0.838,0.3,1.3,1.6,1.3,0.6,0.2,0.8,0.8,5.4
305,George Hill,PG,36,TOT,36,0,18.8,1.6,3.7,0.447,0.6,2.1,0.311,1.0,1.6,0.621,0.534,0.9,1.3,0.739,0.4,1.5,1.9,2.5,0.6,0.1,0.8,1.1,4.9
307,Bones Hyland,PG,22,TOT,45,1,19.3,4.0,10.1,0.398,2.1,5.6,0.38,1.9,4.6,0.42,0.502,1.7,2.0,0.854,0.3,1.8,2.1,2.9,0.7,0.3,1.6,1.6,11.8
308,Kyrie Irving,PG,30,TOT,46,46,36.9,9.9,20.2,0.489,3.3,8.6,0.378,6.6,11.6,0.571,0.569,4.0,4.4,0.897,1.0,4.1,5.1,5.4,1.0,0.8,2.3,2.8,27.0
309,Reggie Jackson,PG,32,TOT,55,38,25.3,4.0,9.7,0.413,1.5,4.3,0.349,2.5,5.5,0.463,0.49,1.2,1.3,0.914,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.7
316,Saben Lee,PG,23,TOT,20,0,14.7,1.9,4.2,0.44,0.4,1.0,0.368,1.5,3.3,0.462,0.482,1.7,2.3,0.756,0.5,1.3,1.8,2.7,0.8,0.1,1.2,1.4,5.8
323,Mike Conley,PG,35,UTA,43,42,29.7,3.6,8.7,0.408,1.8,5.0,0.362,1.8,3.8,0.469,0.511,1.8,2.2,0.813,0.4,2.1,2.5,7.7,1.0,0.2,1.7,2.2,10.7
324,Kris Dunn,PG,28,UTA,2,0,20.0,6.0,11.5,0.522,1.0,3.5,0.286,5.0,8.0,0.625,0.565,0.0,1.0,0.0,1.5,2.5,4.0,4.5,1.5,0.5,0.5,3.0,13.0
335,Devon Dotson,PG,23,WAS,6,0,8.8,0.2,1.7,0.1,0.2,0.7,0.25,0.0,1.0,0.0,0.15,0.0,0.0,,1.0,0.7,1.7,1.3,0.8,0.0,0.5,1.5,0.5
339,Jordan Goodwin,PG,24,WAS,41,4,18.1,2.4,5.3,0.449,0.6,1.7,0.382,1.7,3.6,0.48,0.509,0.8,1.1,0.75,0.9,2.4,3.3,2.5,1.0,0.5,0.9,1.7,6.2
341,Quenton Jackson,PG,24,WAS,3,0,2.7,0.7,1.0,0.667,0.3,0.7,0.5,0.3,0.3,1.0,0.833,0.0,0.0,,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1.7
353,Kyle Lowry,PG,36,MIA,44,44,33.3,3.8,9.7,0.396,2.0,6.1,0.333,1.8,3.6,0.503,0.501,2.3,2.7,0.855,0.9,3.5,4.3,5.3,1.1,0.4,2.0,2.8,12.0
355,Theo Maledon,PG,21,CHO,36,1,16.1,1.8,4.4,0.414,0.6,1.8,0.333,1.2,2.6,0.468,0.481,1.4,1.6,0.875,0.3,2.1,2.4,2.4,0.8,0.2,1.0,1.0,5.6
358,Tre Mann,PG,21,OKC,54,4,18.2,3.0,7.8,0.389,1.3,4.1,0.309,1.8,3.7,0.477,0.47,0.5,0.7,0.7,0.4,1.9,2.3,1.6,0.6,0.2,0.9,1.5,7.9
372,Miles McBride,PG,22,NYK,49,2,12.2,1.1,3.3,0.335,0.6,2.1,0.286,0.5,1.2,0.424,0.427,0.4,0.7,0.688,0.2,0.7,0.9,1.1,0.5,0.0,0.4,0.9,3.3
374,T.J. McConnell,PG,30,IND,59,6,19.5,3.3,6.3,0.523,0.3,0.7,0.419,3.0,5.6,0.536,0.547,0.7,0.8,0.854,0.6,2.4,2.9,5.0,1.0,0.1,1.8,1.3,7.6
383,Jordan McLaughlin,PG,26,MIN,26,0,15.2,1.3,3.3,0.412,0.4,1.7,0.227,1.0,1.6,0.61,0.471,0.3,0.4,0.9,0.5,1.1,1.6,3.1,0.8,0.1,0.8,0.5,3.4
384,De'Anthony Melton,PG,24,PHI,57,48,28.2,3.7,8.7,0.424,2.1,5.3,0.398,1.6,3.4,0.464,0.545,0.8,1.1,0.783,0.9,3.1,4.1,2.6,1.6,0.5,1.4,2.5,10.4
387,Patty Mills,PG,34,BRK,36,1,13.3,2.0,4.9,0.412,1.2,3.2,0.368,0.9,1.8,0.492,0.531,0.5,0.6,0.905,0.2,0.8,1.0,1.3,0.4,0.1,0.6,0.8,5.8
390,Davion Mitchell,PG,24,SAC,59,5,17.8,2.2,4.9,0.447,0.8,2.3,0.326,1.4,2.6,0.556,0.524,0.3,0.4,0.8,0.2,1.1,1.3,2.2,0.5,0.2,0.8,1.4,5.5
398,Ja Morant,PG,23,MEM,50,50,32.6,9.6,20.7,0.463,1.6,5.2,0.317,7.9,15.5,0.512,0.502,6.2,8.4,0.741,1.1,4.8,5.9,8.1,1.1,0.3,3.5,1.7,27.0
403,Monte Morris,PG,27,WAS,51,51,28.1,4.0,8.2,0.483,1.4,3.3,0.406,2.6,4.9,0.536,0.565,1.1,1.3,0.806,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.4,10.4
406,Jamal Murray,PG,25,DEN,48,48,32.6,7.3,16.1,0.451,2.4,6.3,0.384,4.8,9.8,0.494,0.526,3.0,3.6,0.827,0.8,3.3,4.1,6.0,1.0,0.2,2.1,1.4,19.9
417,Raul Neto,PG,30,CLE,41,1,10.2,1.1,2.2,0.517,0.3,0.9,0.333,0.8,1.3,0.642,0.584,0.6,0.6,0.92,0.2,0.8,1.0,1.4,0.4,0.1,0.3,0.9,3.1
419,Daishen Nix,PG,20,HOU,43,5,16.0,1.4,4.0,0.349,0.8,2.5,0.315,0.6,1.5,0.406,0.448,0.5,0.7,0.71,0.3,1.4,1.7,2.5,0.7,0.1,1.4,1.0,4.1
423,Frank Ntilikina,PG,24,DAL,38,3,12.2,0.9,2.6,0.347,0.3,1.4,0.208,0.6,1.2,0.511,0.403,0.4,0.6,0.636,0.2,1.2,1.3,1.2,0.3,0.1,0.7,1.3,2.4
426,Kendrick Nunn,PG,27,WAS,13,0,17.5,3.1,6.7,0.46,1.2,3.1,0.375,1.9,3.6,0.532,0.546,0.7,0.8,0.9,0.5,1.5,2.0,2.5,0.6,0.0,1.2,1.1,8.0
442,Chris Paul,PG,37,PHO,41,41,32.1,4.8,11.3,0.429,1.6,4.1,0.376,3.3,7.1,0.459,0.498,2.6,3.2,0.817,0.4,3.8,4.2,8.9,1.5,0.4,2.1,2.2,13.8
443,Cameron Payne,PG,28,PHO,30,14,23.2,4.4,10.8,0.41,1.7,4.5,0.381,2.7,6.3,0.432,0.489,1.3,1.8,0.736,0.3,2.0,2.4,4.9,0.9,0.2,2.0,2.1,11.9
444,Gary Payton II,PG,30,POR,15,1,17.0,1.6,2.7,0.585,0.6,1.1,0.529,1.0,1.6,0.625,0.695,0.3,0.3,1.0,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1
446,Scotty Pippen Jr.,PG,22,LAL,6,0,5.3,0.7,2.0,0.333,0.2,0.5,0.333,0.5,1.5,0.333,0.375,0.8,1.5,0.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3
454,Jordan Poole,PG,23,GSW,61,38,30.7,7.0,16.1,0.432,2.6,8.0,0.33,4.4,8.2,0.532,0.514,4.1,4.7,0.862,0.4,2.4,2.8,4.6,0.8,0.2,3.3,2.7,20.7
455,Kevin Porter Jr.,PG,22,HOU,40,40,34.0,6.7,15.4,0.437,2.2,6.4,0.346,4.5,9.0,0.501,0.509,3.5,4.6,0.766,1.4,4.1,5.5,5.6,1.3,0.4,3.6,2.7,19.2
463,Jason Preston,PG,23,LAC,13,0,9.4,1.4,3.2,0.439,0.4,1.4,0.278,1.0,1.8,0.565,0.5,0.0,0.2,0.0,0.2,1.5,1.7,2.1,0.2,0.0,0.8,0.5,3.2
466,Payton Pritchard,PG,25,BOS,43,2,12.5,1.8,4.5,0.402,1.0,2.8,0.342,0.9,1.7,0.5,0.508,0.2,0.3,0.692,0.5,1.0,1.5,1.0,0.3,0.0,0.7,0.8,4.8
469,Immanuel Quickley,PG,23,NYK,62,10,27.8,4.5,10.2,0.442,1.8,5.0,0.358,2.7,5.3,0.521,0.529,2.1,2.5,0.822,0.7,3.4,4.0,3.1,0.8,0.2,1.1,2.0,12.9
492,Ryan Rollins,PG,20,GSW,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1.0,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9
493,Derrick Rose,PG,34,NYK,27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.443,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6
498,Ricky Rubio,PG,32,CLE,16,0,16.7,1.7,5.5,0.307,0.8,3.1,0.265,0.9,2.4,0.359,0.381,0.9,1.3,0.75,0.3,2.1,2.3,3.5,1.1,0.1,0.8,1.6,5.1
499,D'Angelo Russell,PG,26,TOT,58,58,32.4,6.2,13.3,0.464,2.7,6.8,0.389,3.5,6.4,0.543,0.564,2.6,3.1,0.85,0.5,2.6,3.1,6.1,1.1,0.4,2.6,2.1,17.6
500,D'Angelo Russell,PG,26,MIN,54,54,32.9,6.3,13.5,0.465,2.7,7.0,0.391,3.5,6.4,0.546,0.567,2.6,3.1,0.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9
501,D'Angelo Russell,PG,26,LAL,4,4,24.8,4.8,10.8,0.442,1.5,4.3,0.353,3.3,6.5,0.5,0.512,2.5,3.3,0.769,0.5,3.0,3.5,5.0,0.3,0.0,1.5,1.3,13.5
511,Dennis Schroder,PG,29,LAL,47,42,30.7,4.0,9.5,0.424,1.2,3.4,0.342,2.9,6.1,0.47,0.485,3.2,3.7,0.873,0.3,2.3,2.5,4.3,0.7,0.1,1.6,2.2,12.5
520,Ben Simmons,PG,26,BRK,42,33,26.3,3.2,5.6,0.566,0.0,0.0,0.0,3.2,5.5,0.571,0.566,0.6,1.4,0.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9
524,Marcus Smart,PG,28,BOS,45,45,32.3,4.1,9.6,0.426,1.8,5.3,0.329,2.3,4.3,0.547,0.517,1.4,1.8,0.768,0.7,2.8,3.5,6.8,1.4,0.4,2.4,2.6,11.3
525,Dennis Smith Jr.,PG,25,CHO,41,12,25.3,3.4,8.0,0.425,0.4,1.9,0.218,3.0,6.1,0.49,0.451,1.3,1.7,0.761,0.4,2.3,2.7,4.4,1.4,0.4,1.5,2.2,8.5
529,Ish Smith,PG,34,DEN,31,0,10.2,1.4,3.2,0.424,0.1,0.2,0.333,1.3,3.0,0.43,0.434,0.0,0.1,0.5,0.1,1.3,1.4,2.4,0.2,0.2,1.2,0.9,2.8
537,Jalen Suggs,PG,21,ORL,37,14,23.0,3.3,8.1,0.411,1.1,3.7,0.304,2.2,4.4,0.503,0.482,1.6,2.2,0.707,0.9,1.9,2.8,3.3,1.2,0.5,1.9,2.4,9.4
569,Fred VanVleet,PG,28,TOR,50,50,36.9,6.4,16.3,0.394,3.0,8.7,0.344,3.4,7.6,0.451,0.486,3.8,4.3,0.893,0.5,3.8,4.3,6.6,1.6,0.6,1.9,2.9,19.7
571,Gabe Vincent,PG,26,MIA,48,14,26.3,3.4,8.6,0.396,1.8,5.4,0.327,1.6,3.2,0.513,0.499,1.2,1.4,0.877,0.4,1.9,2.3,2.5,0.9,0.1,1.5,2.5,9.8
579,Kemba Walker,PG,32,DAL,9,1,16.0,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0
581,John Wall,PG,32,LAC,34,3,22.2,4.1,9.9,0.408,1.0,3.2,0.303,3.1,6.7,0.459,0.457,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4
587,TyTy Washington Jr.,PG,21,HOU,25,2,14.3,1.9,5.3,0.361,0.6,2.5,0.222,1.4,2.8,0.486,0.414,0.4,0.6,0.625,0.1,1.4,1.5,1.6,0.5,0.0,0.4,1.1,4.8
593,Russell Westbrook,PG,34,TOT,54,5,28.8,5.9,13.9,0.422,1.2,4.1,0.297,4.7,9.9,0.473,0.465,3.0,4.5,0.664,1.1,5.0,6.1,7.6,1.1,0.4,3.6,2.4,15.9
