,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
50,Jarrett Allen,C,24,CLE,57,57,33.2,6.2,9.4,0.654,0.0,0.2,0.111,6.2,9.3,0.664,0.655,2.5,3.4,0.733,3.2,6.7,9.9,1.6,0.8,1.2,1.5,2.2,14.8
67,Maxi Kleber,C,31,DAL,22,0,25.6,2.3,4.7,0.49,1.1,3.0,0.369,1.2,1.8,0.692,0.606,0.5,0.6,0.786,0.9,2.7,3.5,1.0,0.3,1.0,0.6,2.2,6.2
71,Thomas Bryant,C,25,DEN,6,0,12.3,1.5,3.5,0.429,0.0,0.2,0.0,1.5,3.3,0.45,0.429,1.3,1.8,0.727,1.3,2.7,4.0,0.0,0.2,0.5,1.0,1.5,4.3
78,Nikola Jokic,C,27,DEN,54,54,33.7,9.4,14.9,0.633,0.8,2.1,0.398,8.6,12.8,0.671,0.661,5.1,6.2,0.824,2.3,9.4,11.7,10.0,1.3,0.7,3.6,2.6,24.8
79,DeAndre Jordan,C,34,DEN,34,5,14.6,2.2,2.8,0.771,0.0,0.0,1.0,2.1,2.8,0.768,0.776,0.5,1.2,0.439,1.2,3.7,4.9,0.9,0.2,0.6,1.2,1.9,4.9
80,Marvin Bagley III,C,23,DET,27,13,21.6,4.7,8.7,0.538,0.3,1.4,0.243,4.4,7.4,0.593,0.557,1.6,2.3,0.698,2.5,4.1,6.6,0.6,0.5,0.7,0.9,2.0,11.4
87,Jalen Duren,C,19,DET,52,27,25.1,3.6,5.6,0.645,0.0,0.0,0.0,3.6,5.6,0.647,0.645,1.3,2.2,0.611,3.3,5.4,8.7,1.1,0.6,0.9,1.2,2.7,8.5
106,Bruno Fernando,C,24,HOU,31,4,11.7,1.5,3.0,0.516,0.0,0.0,0.0,1.5,3.0,0.522,0.516,1.0,1.4,0.682,1.5,2.4,3.9,1.0,0.2,1.0,0.6,2.2,4.1
111,Frank Kaminsky,C,29,HOU,3,0,8.0,0.3,2.3,0.143,0.0,1.0,0.0,0.3,1.3,0.25,0.143,1.3,1.3,1.0,0.3,1.0,1.3,2.0,0.3,0.7,0.0,0.3,2.0
112,Goga Bitadze,C,23,IND,21,0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.558,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3
119,Isaiah Jackson,C,21,IND,45,5,15.3,2.6,4.6,0.573,0.0,0.3,0.167,2.6,4.3,0.598,0.578,1.5,2.3,0.648,1.4,2.5,3.9,0.9,0.4,1.5,0.9,2.2,6.8
123,Moses Brown,C,23,LAC,34,1,8.5,1.8,2.8,0.635,0.0,0.0,,1.8,2.8,0.635,0.635,1.0,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,1.1,4.6
133,Mo Bamba,C,24,LAL,3,0,14.7,1.3,4.3,0.308,0.7,3.0,0.222,0.7,1.3,0.5,0.385,1.3,2.7,0.5,0.7,6.7,7.3,0.7,0.0,1.0,1.0,3.7,4.7
138,Thomas Bryant,C,25,LAL,41,25,21.4,4.8,7.3,0.654,0.5,1.2,0.44,4.3,6.1,0.697,0.691,2.0,2.6,0.741,1.6,5.2,6.8,0.7,0.3,0.6,0.7,1.9,12.1
140,Anthony Davis,C,29,LAL,37,35,33.2,9.7,17.2,0.564,0.4,1.5,0.241,9.4,15.8,0.593,0.574,6.0,7.4,0.813,3.3,9.1,12.4,2.5,1.1,2.0,2.1,2.7,25.7
144,Damian Jones,C,27,LAL,22,1,8.0,0.9,1.7,0.541,0.0,0.1,0.0,0.9,1.5,0.588,0.541,0.7,0.9,0.75,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5
145,Steven Adams,C,29,MEM,42,42,27.0,3.7,6.3,0.597,0.0,0.0,0.0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6
152,Jaren Jackson Jr.,C,23,MEM,42,42,27.2,5.9,12.0,0.493,1.5,4.4,0.348,4.4,7.6,0.576,0.556,3.3,4.2,0.787,1.7,5.0,6.6,0.9,1.1,3.2,1.5,3.4,16.7
157,Bam Adebayo,C,25,MIA,57,57,35.0,8.4,15.7,0.536,0.0,0.2,0.083,8.4,15.5,0.543,0.537,4.4,5.5,0.8,2.6,7.2,9.8,3.2,1.2,0.8,2.5,2.8,21.2
161,Dewayne Dedmon,C,33,MIA,30,0,11.7,2.1,4.3,0.496,0.4,1.2,0.297,1.8,3.1,0.576,0.539,1.1,1.5,0.727,0.9,2.7,3.6,0.5,0.2,0.5,0.6,2.0,5.7
162,Udonis Haslem,C,42,MIA,6,1,7.7,0.2,2.0,0.083,0.0,0.3,0.0,0.2,1.7,0.1,0.083,0.2,0.3,0.5,0.7,0.7,1.3,0.0,0.2,0.2,0.0,1.3,0.5
176,Serge Ibaka,C,33,MIL,16,0,11.6,1.6,3.4,0.481,0.4,1.1,0.333,1.3,2.3,0.556,0.537,0.5,0.8,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1
178,Meyers Leonard,C,30,MIL,2,0,10.0,1.0,2.5,0.4,1.0,2.0,0.5,0.0,0.5,0.0,0.6,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.5,0.0,0.5,1.5,4.0
184,Luka Garza,C,24,MIN,23,0,9.1,2.3,4.4,0.529,0.6,1.6,0.361,1.8,2.9,0.621,0.593,1.7,2.1,0.792,1.3,1.2,2.4,0.6,0.1,0.0,0.4,1.5,6.9
185,Rudy Gobert,C,30,MIN,51,51,30.5,5.1,7.6,0.679,0.0,0.1,0.0,5.1,7.5,0.684,0.679,3.1,4.6,0.671,3.2,8.4,11.6,0.9,0.8,1.3,1.7,2.9,13.4
191,Jaxson Hayes,C,22,NOP,35,2,13.3,1.8,3.4,0.534,0.1,0.7,0.115,1.7,2.6,0.652,0.547,1.2,1.7,0.672,0.9,2.1,2.9,0.7,0.5,0.3,0.6,1.4,4.9
192,Willy Hernangomez ,C,28,NOP,30,0,12.8,2.6,4.8,0.535,0.1,0.3,0.2,2.5,4.5,0.56,0.542,2.4,3.0,0.78,1.7,3.4,5.1,0.9,0.4,0.4,1.1,1.7,7.6
202,Isaiah Hartenstein,C,24,NYK,63,7,19.6,2.2,4.1,0.521,0.1,0.5,0.235,2.0,3.6,0.564,0.536,0.6,0.8,0.755,2.8,3.8,6.6,0.9,0.6,0.8,0.8,2.6,5.1
211,Mo Bamba,C,24,ORL,40,6,17.0,2.7,5.4,0.495,1.1,2.7,0.398,1.6,2.7,0.594,0.596,0.9,1.3,0.686,1.2,3.4,4.6,1.1,0.3,1.0,0.6,2.2,7.3
213,Goga Bitadze,C,23,ORL,1,0,9.0,2.0,3.0,0.667,1.0,1.0,1.0,1.0,2.0,0.5,0.833,1.0,1.0,1.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,6.0
215,Wendell Carter Jr.,C,23,ORL,42,39,29.7,5.5,10.7,0.517,1.2,3.6,0.34,4.3,7.1,0.605,0.573,2.8,3.7,0.739,2.2,6.6,8.7,2.5,0.4,0.6,2.2,3.0,15.0
223,Joel Embiid,C,28,PHI,48,48,35.1,10.9,20.6,0.532,1.0,3.1,0.338,9.9,17.5,0.566,0.557,10.1,11.7,0.86,1.8,8.6,10.4,4.1,1.1,1.6,3.5,3.2,33.0
226,Montrezl Harrell,C,29,PHI,50,7,12.5,2.2,3.7,0.605,0.0,0.0,0.0,2.2,3.7,0.612,0.605,1.2,1.7,0.694,1.2,1.6,2.8,0.6,0.3,0.5,0.6,1.5,5.7
231,Deandre Ayton,C,24,PHO,53,53,30.3,8.2,13.8,0.591,0.1,0.4,0.304,8.0,13.4,0.6,0.595,2.2,3.0,0.739,2.8,7.3,10.1,2.0,0.6,0.8,1.9,2.8,18.7
232,Bismack Biyombo,C,30,PHO,46,9,14.0,1.7,3.0,0.572,0.0,0.0,,1.7,3.0,0.572,0.572,0.3,1.1,0.314,1.1,3.0,4.1,0.9,0.3,1.3,0.9,1.8,3.8
237,Jock Landale,C,27,PHO,53,3,14.2,2.5,4.8,0.508,0.3,1.5,0.234,2.1,3.4,0.626,0.543,1.3,1.7,0.775,1.8,2.4,4.1,0.9,0.3,0.5,0.9,1.8,6.5
242,John Butler,C,20,POR,9,0,3.3,0.1,0.6,0.2,0.0,0.4,0.0,0.1,0.1,1.0,0.2,0.0,0.0,,0.1,0.1,0.2,0.1,0.1,0.3,0.0,0.2,0.2
243,Drew Eubanks,C,25,POR,58,15,19.6,2.5,3.7,0.681,0.1,0.1,0.429,2.4,3.6,0.689,0.688,1.0,1.5,0.659,1.7,3.3,5.0,1.2,0.5,1.2,0.8,2.2,6.0
257,Richaun Holmes,C,29,SAC,34,1,8.9,1.4,2.0,0.681,0.1,0.1,0.75,1.3,1.9,0.677,0.703,0.4,0.5,0.824,0.7,1.4,2.1,0.1,0.1,0.3,0.4,1.3,3.3
259,Alex Len,C,29,SAC,14,1,3.4,0.4,0.7,0.5,0.0,0.1,0.0,0.4,0.6,0.556,0.5,0.2,0.3,0.75,0.3,0.8,1.1,0.4,0.0,0.0,0.4,0.7,0.9
261,Charles Bassey,C,22,SAS,28,1,13.9,2.2,3.4,0.642,0.1,0.3,0.429,2.1,3.1,0.659,0.658,0.7,1.0,0.655,2.1,3.4,5.5,1.3,0.4,0.9,1.1,2.1,5.1
264,Zach Collins,C,25,SAS,50,13,21.4,4.0,7.5,0.532,0.6,1.8,0.36,3.3,5.7,0.586,0.575,1.6,2.1,0.745,1.8,4.2,6.0,2.6,0.5,0.6,1.9,3.2,10.2
265,Gorgui Dieng,C,33,SAS,21,1,9.6,1.1,3.0,0.387,0.6,2.0,0.279,0.6,0.9,0.632,0.484,0.2,0.3,0.833,0.9,1.8,2.6,1.4,0.1,0.3,0.8,1.4,3.1
273,Precious Achiuwa,C,23,TOR,38,11,23.3,3.9,8.1,0.482,0.5,2.0,0.26,3.4,6.1,0.557,0.515,1.9,2.8,0.689,2.0,4.6,6.6,1.0,0.6,0.7,1.2,2.1,10.2
277,Khem Birch,C,30,TOR,20,0,8.1,1.0,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2
284,Christian Koloko,C,22,TOR,46,19,14.4,1.3,2.7,0.484,0.0,0.2,0.111,1.3,2.5,0.513,0.488,0.8,1.2,0.66,1.5,1.7,3.2,0.5,0.3,1.0,0.4,2.4,3.4
287,Mo Bamba,C,24,TOT,43,6,16.9,2.6,5.3,0.485,1.0,2.7,0.385,1.5,2.6,0.591,0.584,0.9,1.4,0.661,1.1,3.7,4.8,1.0,0.3,1.0,0.6,2.3,7.1
291,Goga Bitadze,C,23,TOT,22,0,9.6,1.3,2.5,0.527,0.2,0.7,0.333,1.1,1.8,0.6,0.573,0.5,1.1,0.48,1.2,1.3,2.5,0.9,0.4,0.5,0.5,1.6,3.4
293,Thomas Bryant,C,25,TOT,47,25,20.2,4.4,6.9,0.64,0.5,1.1,0.431,3.9,5.8,0.679,0.674,1.9,2.5,0.739,1.6,4.9,6.4,0.6,0.3,0.6,0.7,1.8,11.1
297,Bruno Fernando,C,24,TOT,33,4,11.2,1.5,2.9,0.521,0.0,0.0,0.0,1.5,2.9,0.526,0.521,0.9,1.3,0.682,1.5,2.3,3.8,0.9,0.2,0.9,0.7,2.1,3.9
311,Damian Jones,C,27,TOT,24,1,8.2,1.0,1.7,0.561,0.0,0.1,0.0,1.0,1.6,0.605,0.561,0.7,0.9,0.727,0.8,1.8,2.6,0.2,0.1,0.6,0.4,0.9,2.6
312,Frank Kaminsky,C,29,TOT,29,0,6.9,0.9,1.8,0.51,0.4,0.9,0.423,0.5,0.9,0.6,0.618,0.5,0.6,0.875,0.1,1.2,1.4,0.9,0.2,0.1,0.3,0.8,2.7
319,Udoka Azubuike,C,23,UTA,25,0,5.8,0.9,1.1,0.852,0.0,0.0,,0.9,1.1,0.852,0.852,0.1,0.2,0.333,0.6,1.6,2.2,0.2,0.2,0.2,0.4,0.5,1.9
328,Damian Jones,C,27,UTA,2,0,10.5,1.5,2.0,0.75,0.0,0.0,,1.5,2.0,0.75,0.75,0.5,1.0,0.5,1.0,2.5,3.5,0.5,0.0,1.0,0.5,2.0,3.5
329,Walker Kessler,C,21,UTA,59,25,21.6,3.6,5.0,0.712,0.0,0.0,1.0,3.5,5.0,0.711,0.714,1.1,2.0,0.534,2.9,5.0,7.9,0.8,0.4,2.2,0.8,2.2,8.2
333,Vernon Carey Jr.,C,21,WAS,11,0,2.5,0.2,0.7,0.25,0.0,0.0,,0.2,0.7,0.25,0.25,0.2,0.2,1.0,0.3,0.7,1.0,0.3,0.2,0.2,0.2,0.5,0.5
336,Daniel Gafford,C,24,WAS,58,27,18.8,3.4,4.6,0.747,0.0,0.0,,3.4,4.6,0.747,0.747,1.6,2.4,0.641,2.0,3.4,5.3,0.9,0.4,1.3,1.0,2.3,8.4
337,Taj Gibson,C,37,WAS,38,2,10.0,1.4,2.6,0.535,0.1,0.4,0.235,1.3,2.2,0.598,0.556,0.6,0.9,0.676,0.7,1.3,2.0,0.8,0.3,0.3,0.5,1.9,3.5
347,Kevon Looney,C,26,GSW,61,54,23.5,2.9,4.4,0.659,0.0,0.0,,2.9,4.4,0.659,0.659,1.1,1.8,0.607,3.1,6.0,9.1,2.5,0.5,0.6,0.5,2.9,6.9
348,Brook Lopez,C,34,MIL,59,59,30.4,5.6,11.0,0.509,1.8,4.9,0.372,3.8,6.1,0.619,0.592,1.7,2.2,0.766,2.0,4.7,6.6,1.2,0.5,2.4,1.4,2.5,14.7
349,Robin Lopez,C,34,CLE,32,1,7.7,1.2,1.8,0.655,0.1,0.1,0.667,1.1,1.7,0.655,0.672,0.4,0.5,0.75,0.6,0.7,1.3,0.4,0.0,0.1,0.7,1.0,2.8
356,Sandro Mamukelashvili,C,23,MIL,24,0,9.0,0.8,2.4,0.328,0.3,1.3,0.219,0.5,1.1,0.462,0.388,0.5,0.8,0.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4
359,Boban Marjanovic,C,34,HOU,20,0,4.5,1.3,1.9,0.676,0.0,0.1,0.0,1.3,1.8,0.694,0.676,0.8,1.1,0.762,0.6,1.1,1.6,0.2,0.1,0.1,0.3,0.2,3.3
380,JaVale McGee,C,35,DAL,36,7,8.1,1.8,2.9,0.604,0.0,0.1,0.25,1.8,2.8,0.618,0.608,0.5,0.9,0.563,0.8,1.8,2.6,0.3,0.1,0.6,0.9,1.2,4.1
385,Chimezie Metu,C,25,SAC,47,0,11.1,2.1,3.4,0.609,0.2,0.7,0.258,1.9,2.8,0.692,0.634,0.7,0.9,0.78,0.8,2.4,3.2,0.7,0.3,0.3,0.6,1.4,5.0
408,Mike Muscala,C,31,TOT,47,6,15.1,2.2,5.0,0.445,1.4,3.6,0.395,0.8,1.5,0.565,0.585,0.7,0.9,0.78,0.5,2.7,3.2,0.9,0.3,0.4,0.3,1.7,6.6
409,Mike Muscala,C,31,OKC,43,5,14.5,2.1,4.7,0.438,1.3,3.3,0.394,0.8,1.4,0.541,0.576,0.7,0.9,0.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,1.6,6.2
410,Mike Muscala,C,31,BOS,4,1,22.0,4.0,8.3,0.485,2.5,6.3,0.4,1.5,2.0,0.75,0.636,0.3,0.5,0.5,0.3,3.5,3.8,0.5,0.3,0.5,0.5,2.0,10.8
421,Nerlens Noel,C,28,DET,14,3,10.9,0.9,2.1,0.4,0.1,0.1,0.5,0.8,2.0,0.393,0.417,0.5,0.7,0.7,0.5,2.1,2.6,0.5,0.9,0.6,0.6,1.8,2.3
427,Jusuf Nurkic,C,28,POR,45,45,27.3,5.2,9.8,0.524,0.9,2.2,0.39,4.3,7.6,0.563,0.568,2.6,3.8,0.686,2.3,7.2,9.4,2.9,0.9,0.9,2.4,3.6,13.8
434,Onyeka Okongwu,C,22,ATL,59,17,24.1,3.9,6.2,0.635,0.0,0.1,0.2,3.9,6.1,0.641,0.636,1.5,2.1,0.746,2.6,4.7,7.4,1.0,0.7,1.3,1.0,3.3,9.4
438,Kelly Olynyk,C,31,UTA,50,50,28.2,4.0,8.1,0.495,1.5,3.6,0.41,2.6,4.6,0.561,0.585,2.6,3.0,0.842,1.3,4.1,5.4,3.3,1.0,0.6,2.2,3.8,12.1
447,Mason Plumlee,C,32,TOT,60,58,28.1,4.6,6.8,0.677,0.0,0.0,,4.6,6.8,0.677,0.677,2.8,4.5,0.615,3.2,6.3,9.5,3.6,0.6,0.6,1.5,2.9,11.9
448,Mason Plumlee,C,32,CHO,56,56,28.5,4.7,7.1,0.669,0.0,0.0,,4.7,7.1,0.669,0.669,2.8,4.6,0.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2
449,Mason Plumlee,C,32,LAC,4,2,21.8,2.5,2.5,1.0,0.0,0.0,,2.5,2.5,1.0,1.0,2.8,3.5,0.786,1.5,6.3,7.8,2.8,0.8,0.8,1.3,3.0,7.8
450,Jakob Poeltl,C,27,TOT,52,51,26.2,5.3,8.4,0.632,0.0,0.0,0.0,5.3,8.4,0.633,0.632,1.7,2.9,0.586,3.3,5.8,9.1,3.0,0.9,1.2,1.9,2.7,12.3
451,Jakob Poeltl,C,27,SAS,46,46,26.1,5.2,8.4,0.616,0.0,0.0,0.0,5.2,8.4,0.618,0.616,1.7,2.8,0.605,3.3,5.7,9.0,3.1,0.8,1.1,2.1,2.6,12.1
452,Jakob Poeltl,C,27,TOR,6,5,27.2,6.2,8.2,0.755,0.0,0.0,,6.2,8.2,0.755,0.755,1.8,3.8,0.478,3.5,6.3,9.8,2.3,1.7,2.0,0.8,3.7,14.2
459,Kristaps Porzingis,C,27,WAS,51,51,32.6,7.4,15.2,0.487,2.1,5.5,0.376,5.3,9.7,0.549,0.555,5.9,7.0,0.846,1.9,6.7,8.6,2.5,0.9,1.5,2.2,3.1,22.8
461,Dwight Powell,C,31,DAL,57,45,19.9,2.6,3.6,0.725,0.0,0.1,0.0,2.6,3.5,0.736,0.725,1.6,2.4,0.691,2.1,2.3,4.4,0.8,0.7,0.4,0.9,2.9,6.8
468,Neemias Queta,C,23,SAC,4,0,6.3,1.5,2.0,0.75,0.0,0.0,,1.5,2.0,0.75,0.75,0.0,0.5,0.0,1.0,1.3,2.3,0.3,0.0,0.3,0.3,1.8,3.0
478,Paul Reed,C,23,PHI,47,0,9.5,1.3,2.3,0.573,0.0,0.1,0.0,1.3,2.3,0.594,0.573,0.4,0.5,0.75,1.2,1.9,3.1,0.3,0.6,0.6,0.6,1.8,3.1
479,Naz Reid,C,23,MIN,55,11,18.1,4.3,8.0,0.529,1.0,3.1,0.329,3.2,4.9,0.658,0.594,1.1,1.6,0.667,1.1,3.7,4.9,1.1,0.6,0.9,1.3,2.5,10.6
481,Nick Richards,C,25,CHO,48,0,17.4,3.0,4.9,0.607,0.0,0.0,,3.0,4.9,0.607,0.607,2.1,2.8,0.733,2.4,3.4,5.8,0.5,0.2,1.0,0.8,2.3,8.0
487,Mitchell Robinson,C,24,NYK,41,40,27.1,3.2,4.7,0.696,0.0,0.0,,3.2,4.7,0.696,0.696,1.0,2.0,0.482,4.2,4.9,9.2,0.9,0.9,1.8,0.5,2.9,7.5
488,Orlando Robinson,C,22,MIA,29,1,13.7,1.6,3.0,0.535,0.0,0.2,0.0,1.6,2.8,0.568,0.535,0.7,1.0,0.724,1.5,2.6,4.1,0.7,0.4,0.4,0.5,1.8,3.9
505,Domantas Sabonis,C,26,SAC,58,58,34.5,7.1,11.5,0.611,0.4,1.2,0.348,6.6,10.3,0.642,0.629,4.2,5.5,0.767,3.0,9.4,12.4,6.9,0.9,0.4,3.0,3.7,18.7
513,Alperen Sengun,C,20,HOU,55,52,28.1,5.9,10.6,0.554,0.2,0.7,0.333,5.7,9.9,0.57,0.565,3.0,3.9,0.751,3.2,5.5,8.8,3.8,0.8,0.9,2.5,3.4,15.0
516,Day'Ron Sharpe,C,21,BRK,33,2,10.4,1.7,3.1,0.545,0.1,0.2,0.667,1.5,2.9,0.537,0.564,0.5,0.8,0.593,1.7,2.2,3.8,0.8,0.2,0.5,0.9,1.9,3.9
518,Pascal Siakam,C,28,TOR,52,52,37.5,9.1,19.0,0.479,1.4,4.1,0.349,7.6,14.8,0.515,0.517,5.7,7.5,0.768,1.8,5.9,7.7,6.1,0.8,0.6,2.5,3.3,25.3
521,Marko Simonovic,C,23,CHI,3,0,1.7,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
523,Jericho Sims,C,24,NYK,48,16,16.1,1.7,2.2,0.769,0.0,0.0,0.0,1.7,2.1,0.777,0.769,0.3,0.3,0.75,1.9,2.9,4.8,0.5,0.3,0.6,0.5,1.9,3.6
535,Isaiah Stewart,C,21,DET,50,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,0.518,2.2,3.0,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3
547,Daniel Theis,C,30,IND,7,1,15.6,3.0,6.3,0.477,0.3,1.6,0.182,2.7,4.7,0.576,0.5,0.7,1.7,0.417,1.0,2.1,3.1,1.3,0.3,0.9,0.4,1.0,7.0
563,Myles Turner,C,26,IND,52,52,29.9,6.5,11.9,0.545,1.7,4.2,0.402,4.8,7.7,0.623,0.616,3.5,4.4,0.787,1.6,6.4,8.0,1.3,0.6,2.3,1.7,3.3,18.1
565,Jonas Valanciunas,C,30,NOP,61,61,24.9,5.6,10.4,0.542,0.5,1.5,0.337,5.1,8.9,0.577,0.566,2.5,3.0,0.821,2.8,6.9,9.7,1.7,0.3,0.5,1.9,3.1,14.2
572,Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1.0,0.458,0.0,0.2,0.25,0.4,0.9,0.5,0.479,0.1,0.1,1.0,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1
573,Nikola Vucevic,C,32,CHI,61,61,33.9,7.3,14.1,0.514,1.6,4.6,0.349,5.7,9.5,0.595,0.571,1.6,1.9,0.822,2.1,9.4,11.5,3.3,0.7,0.8,1.7,2.2,17.8
576,Moritz Wagner,C,25,ORL,41,14,21.0,3.6,7.4,0.492,1.0,3.1,0.318,2.6,4.2,0.621,0.559,2.9,3.4,0.855,1.3,3.3,4.6,1.7,0.7,0.2,1.2,2.7,11.1
607,Mark Williams,C,21,CHO,32,7,16.8,3.3,5.2,0.648,0.0,0.0,,3.3,5.2,0.648,0.648,1.5,2.0,0.723,1.9,4.3,6.2,0.4,0.7,1.2,0.8,2.2,8.2
609,Robert Williams,C,25,BOS,26,16,24.2,3.9,5.2,0.75,0.0,0.0,0.0,3.9,5.2,0.756,0.75,0.6,1.0,0.6,3.1,5.5,8.6,1.5,0.5,1.1,0.9,1.8,8.4
614,James Wiseman,C,21,TOT,25,2,14.2,3.3,5.3,0.617,0.1,0.2,0.333,3.2,5.1,0.63,0.624,1.2,1.8,0.674,1.0,3.2,4.2,0.6,0.1,0.3,0.8,2.0,7.9
615,James Wiseman,C,21,GSW,21,0,12.5,2.8,4.5,0.628,0.0,0.1,0.5,2.8,4.4,0.63,0.633,1.2,1.8,0.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9
616,James Wiseman,C,21,DET,4,2,23.5,5.8,9.8,0.59,0.3,1.0,0.25,5.5,8.8,0.629,0.603,1.3,2.0,0.625,2.0,6.0,8.0,0.0,0.0,0.3,1.3,2.5,13.0
617,Christian Wood,C,27,DAL,50,17,27.4,6.4,12.2,0.525,1.7,4.6,0.376,4.7,7.6,0.615,0.595,3.2,4.1,0.763,1.4,6.6,8.0,1.7,0.4,1.2,1.9,2.7,17.6
622,Cody Zeller,C,30,MIA,3,0,15.7,2.7,4.0,0.667,0.0,0.0,,2.7,4.0,0.667,0.667,1.0,2.0,0.5,1.7,1.0,2.7,1.0,0.3,1.0,0.7,3.0,6.3
623,Ivica Zubac,C,25,LAC,59,59,29.4,4.0,6.5,0.617,0.0,0.0,0.0,4.0,6.5,0.62,0.617,2.2,3.1,0.699,3.3,6.8,10.1,1.1,0.4,1.3,1.7,2.9,10.2
